test model relativeRisk haplotypeLength recFrac Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 Holdout_mTDT_minFreq10.00000_01 Holdout_mTDT_minFreq10.00000_05 Holdout_mTDT_minFreq10.00000_001 Holdout_mTDT_minFreq10.00000_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_ScoreTDT_minFreq10.00000_01 Holdout_ScoreTDT_minFreq10.00000_05 Holdout_ScoreTDT_minFreq10.00000_001 Holdout_ScoreTDT_minFreq10.00000_005 Holdout_mTDT1T_01 Holdout_mTDT1T_05 Holdout_mTDT1T_001 Holdout_mTDT1T_005 Holdout_mTDT1T_minFreq10.00000_01 Holdout_mTDT1T_minFreq10.00000_05 Holdout_mTDT1T_minFreq10.00000_001 Holdout_mTDT1T_minFreq10.00000_005 Holdout_mTDT2G_01 Holdout_mTDT2G_05 Holdout_mTDT2G_001 Holdout_mTDT2G_005 Holdout_mTDT2G_minFreq10.00000_01 Holdout_mTDT2G_minFreq10.00000_05 Holdout_mTDT2G_minFreq10.00000_001 Holdout_mTDT2G_minFreq10.00000_005 Holdout_mTDT1_01 Holdout_mTDT1_05 Holdout_mTDT1_001 Holdout_mTDT1_005 Holdout_mTDT1_minFreq10.00000_01 Holdout_mTDT1_minFreq10.00000_05 Holdout_mTDT1_minFreq10.00000_001 Holdout_mTDT1_minFreq10.00000_005 
PowerTwoLoci Threshold 8 8 0.0001500 0.21 0.28 0.07 0.12 0.21 0.31 0.09 0.16 0.15 0.24 0.07 0.11 0.21 0.3 0.08 0.15 0.15 0.26 0.05 0.11 0.16 0.26 0.05 0.11 0.2 0.32 0.12 0.15 0.19 0.34 0.11 0.16 0.14 0.25 0.05 0.1 0.17 0.26 0.05 0.11
PowerTwoLoci Threshold 8 8 0.0002000 0.12 0.23 0.02 0.11 0.14 0.25 0.06 0.1 0.12 0.24 0.03 0.06 0.15 0.26 0.04 0.1 0.05 0.13 0.03 0.03 0.04 0.12 0.03 0.03 0.14 0.23 0.07 0.1 0.12 0.2 0.06 0.09 0.05 0.14 0.02 0.03 0.07 0.17 0.03 0.04
PowerTwoLoci Threshold 8 8 0.0002500 0.02 0.09 0.01 0.02 0.04 0.1 0.01 0.03 0.02 0.07 0 0.02 0.04 0.1 0.02 0.02 0.02 0.09 0 0.01 0.02 0.09 0 0.01 0.04 0.09 0.01 0.02 0.03 0.1 0.01 0.02 0.03 0.11 0 0.02 0.04 0.12 0 0.02
PowerTwoLoci Threshold 8 8 0.0003000 0.05 0.15 0.02 0.03 0.06 0.13 0.02 0.04 0.05 0.12 0 0.03 0.07 0.14 0.02 0.04 0.05 0.12 0.01 0.05 0.06 0.12 0.01 0.06 0.05 0.17 0.02 0.05 0.04 0.18 0.02 0.02 0.06 0.11 0.01 0.05 0.06 0.13 0.01 0.05
PowerTwoLoci Threshold 8 8 0.0003500 0.03 0.1 0.01 0.02 0.06 0.12 0.01 0.04 0.02 0.09 0.01 0.02 0.05 0.11 0.01 0.05 0.05 0.13 0.01 0.02 0.06 0.15 0.01 0.03 0.04 0.1 0.02 0.02 0.04 0.1 0.02 0.02 0.04 0.11 0.01 0.01 0.05 0.11 0.01 0.02
PowerTwoLoci Threshold 8 8 0.0004000 0.04 0.08 0 0.02 0.05 0.07 0.01 0.03 0.03 0.08 0.01 0.01 0.03 0.09 0 0.02 0.03 0.07 0.01 0.01 0.01 0.07 0.01 0.01 0.01 0.09 0 0.01 0.02 0.07 0.01 0.01 0.03 0.1 0.01 0.01 0.02 0.12 0.01 0.01
PowerTwoLoci Threshold 8 8 0.0004500 0.02 0.09 0.01 0.02 0.02 0.11 0.01 0.02 0.01 0.07 0.01 0.01 0.01 0.1 0.01 0.01 0 0.05 0 0 0 0.08 0 0 0.02 0.1 0 0 0.02 0.11 0 0.02 0 0.05 0 0 0 0.05 0 0
PowerTwoLoci Threshold 8 8 0.0005000 0.03 0.07 0.01 0.03 0.03 0.07 0.01 0.03 0.03 0.06 0.01 0.02 0.02 0.08 0.01 0.02 0.03 0.06 0.01 0.02 0.03 0.06 0.01 0.02 0.04 0.07 0.01 0.03 0.04 0.07 0.01 0.03 0.04 0.09 0.01 0.02 0.04 0.08 0.01 0.02
PowerTwoLoci Threshold 8 8 0.0008000 0.01 0.04 0 0 0 0.03 0 0 0.02 0.03 0 0.01 0.01 0.03 0 0 0.01 0.07 0 0 0.01 0.06 0 0 0.02 0.07 0.01 0.02 0.02 0.07 0 0.01 0.02 0.08 0 0 0.02 0.09 0 0
PowerTwoLoci Threshold 8 8 0.0016000 0.01 0.05 0 0.01 0.03 0.08 0.01 0.02 0 0.03 0 0 0.02 0.07 0 0.01 0 0.01 0 0 0 0.03 0 0 0.01 0.07 0 0.01 0.01 0.06 0 0.01 0.01 0.04 0 0.01 0.01 0.05 0 0.01
PowerTwoLoci Threshold 8 8 0.0032000 0.01 0.04 0.01 0.01 0.01 0.06 0.01 0.01 0.01 0.04 0 0.01 0.01 0.04 0 0.01 0 0.02 0 0 0 0.02 0 0 0.01 0.08 0 0.01 0.01 0.06 0 0.01 0 0.01 0 0 0 0.02 0 0
PowerTwoLoci Threshold 10 8 0.0000000 0.94 0.95 0.92 0.94 0.95 0.98 0.93 0.94 0.94 0.94 0.89 0.94 0.93 0.97 0.93 0.93 0.89 0.93 0.83 0.86 0.89 0.93 0.81 0.87 0.95 0.96 0.92 0.94 0.94 0.96 0.91 0.94 0.91 0.95 0.85 0.87 0.9 0.95 0.84 0.87
PowerTwoLoci Threshold 10 8 0.0000500 0.54 0.71 0.41 0.49 0.61 0.77 0.42 0.56 0.52 0.65 0.37 0.46 0.62 0.73 0.42 0.53 0.49 0.59 0.38 0.47 0.5 0.6 0.37 0.47 0.63 0.7 0.43 0.58 0.61 0.71 0.43 0.58 0.5 0.62 0.36 0.46 0.51 0.62 0.35 0.47
PowerTwoLoci Threshold 10 8 0.0001000 0.39 0.55 0.33 0.38 0.4 0.56 0.34 0.39 0.39 0.52 0.29 0.36 0.41 0.56 0.31 0.4 0.35 0.45 0.24 0.31 0.35 0.47 0.23 0.3 0.44 0.53 0.28 0.4 0.43 0.51 0.29 0.4 0.32 0.45 0.23 0.3 0.32 0.45 0.22 0.29
PowerTwoLoci Threshold 10 8 0.0001500 0.23 0.29 0.14 0.21 0.26 0.32 0.16 0.23 0.21 0.28 0.09 0.18 0.24 0.32 0.15 0.19 0.17 0.27 0.09 0.11 0.17 0.27 0.08 0.11 0.24 0.37 0.13 0.22 0.28 0.35 0.13 0.24 0.17 0.26 0.11 0.12 0.17 0.26 0.1 0.12
PowerTwoLoci Threshold 10 8 0.0002000 0.16 0.27 0.06 0.11 0.16 0.28 0.07 0.12 0.14 0.28 0.04 0.09 0.15 0.26 0.07 0.12 0.11 0.2 0.03 0.08 0.11 0.18 0.03 0.07 0.13 0.26 0.06 0.12 0.15 0.25 0.04 0.1 0.08 0.16 0.02 0.05 0.08 0.15 0.02 0.05
PowerTwoLoci Threshold 10 8 0.0002500 0.05 0.14 0 0.02 0.08 0.17 0 0.04 0.03 0.1 0 0.01 0.07 0.15 0 0.02 0.03 0.11 0 0.01 0.03 0.11 0.01 0.01 0.03 0.12 0.02 0.02 0.04 0.12 0.02 0.03 0.04 0.1 0.01 0.03 0.04 0.13 0.02 0.03
PowerTwoLoci Threshold 10 8 0.0003000 0.1 0.14 0.02 0.09 0.12 0.17 0.04 0.09 0.11 0.14 0.02 0.06 0.11 0.17 0.03 0.08 0.06 0.1 0.01 0.05 0.07 0.11 0.01 0.06 0.08 0.12 0.01 0.04 0.06 0.12 0.01 0.02 0.05 0.13 0.01 0.04 0.05 0.14 0.01 0.04
PowerTwoLoci Threshold 10 8 0.0003500 0.07 0.11 0.01 0.05 0.07 0.13 0.03 0.07 0.06 0.1 0.01 0.04 0.07 0.12 0.03 0.07 0.05 0.08 0.01 0.03 0.06 0.1 0.02 0.04 0.02 0.1 0.01 0.02 0.02 0.08 0.01 0.01 0.07 0.11 0.02 0.04 0.07 0.11 0.03 0.04
PowerTwoLoci Threshold 10 8 0.0004000 0.03 0.1 0.01 0.02 0.06 0.15 0.01 0.04 0.02 0.08 0.01 0.01 0.04 0.15 0.01 0.03 0.04 0.14 0.01 0.02 0.04 0.14 0.01 0.02 0.02 0.1 0.01 0.02 0.03 0.09 0.01 0.02 0.03 0.12 0.01 0.01 0.03 0.12 0.01 0.01
PowerTwoLoci Threshold 10 8 0.0004500 0.03 0.09 0.01 0.03 0.05 0.12 0.02 0.03 0.03 0.07 0.02 0.03 0.03 0.13 0.03 0.03 0.01 0.07 0 0.01 0.02 0.08 0 0.01 0.05 0.08 0 0.02 0.05 0.09 0 0.04 0.02 0.08 0 0.01 0.03 0.08 0 0.01
PowerTwoLoci Threshold 10 8 0.0005000 0.02 0.1 0 0.02 0.03 0.11 0 0 0.02 0.08 0 0.01 0.02 0.12 0 0 0.01 0.08 0 0.01 0.01 0.08 0 0.01 0.02 0.09 0 0.02 0.02 0.09 0 0.02 0.03 0.11 0.01 0.02 0.03 0.12 0.01 0.02
PowerTwoLoci Threshold 10 8 0.0008000 0.02 0.04 0 0 0.01 0.05 0 0 0.01 0.03 0 0 0.01 0.05 0 0 0.01 0.06 0 0.01 0.01 0.08 0 0.01 0.01 0.1 0 0.01 0.01 0.09 0.01 0.01 0.02 0.1 0 0.01 0.02 0.12 0 0.01
PowerTwoLoci Threshold 10 8 0.0016000 0 0.06 0 0 0 0.06 0 0 0 0.05 0 0 0 0.06 0 0 0 0.08 0 0 0 0.09 0 0 0.02 0.08 0 0.01 0.02 0.08 0 0.02 0 0.02 0 0 0 0.03 0 0
PowerTwoLoci Threshold 10 8 0.0032000 0.01 0.04 0 0.01 0.01 0.08 0 0.01 0.01 0.03 0 0.01 0.01 0.04 0 0.01 0.02 0.07 0 0.01 0.02 0.06 0 0.01 0 0.03 0 0 0 0.03 0 0 0.01 0.07 0 0 0.01 0.06 0 0
PowerTwoLoci Modified 2 8 0.0000000 0.37 0.45 0.23 0.32 0.39 0.5 0.27 0.34 0.27 0.42 0.16 0.22 0.33 0.48 0.2 0.3 0.38 0.45 0.22 0.33 0.4 0.49 0.23 0.35 0.38 0.49 0.28 0.36 0.38 0.49 0.27 0.34 0.38 0.43 0.24 0.35 0.38 0.45 0.25 0.35
PowerTwoLoci Modified 2 8 0.0000500 0.16 0.24 0.05 0.1 0.17 0.27 0.06 0.14 0.13 0.2 0.05 0.09 0.14 0.22 0.06 0.13 0.16 0.25 0.08 0.14 0.17 0.26 0.08 0.15 0.15 0.28 0.08 0.13 0.15 0.29 0.05 0.11 0.15 0.24 0.08 0.14 0.15 0.24 0.08 0.14
PowerTwoLoci Modified 2 8 0.0001000 0.03 0.14 0.02 0.02 0.05 0.19 0.02 0.03 0.06 0.11 0.02 0.02 0.07 0.18 0.02 0.05 0.05 0.13 0.01 0.02 0.05 0.12 0.01 0.02 0.03 0.12 0.02 0.03 0.04 0.12 0.02 0.03 0.05 0.1 0.01 0.02 0.05 0.09 0.01 0.02
PowerTwoLoci Modified 2 8 0.0001500 0.05 0.09 0.01 0.03 0.05 0.13 0.03 0.04 0.04 0.07 0.01 0.03 0.05 0.11 0.02 0.04 0.03 0.09 0 0.01 0.03 0.1 0 0.01 0.09 0.13 0.03 0.05 0.06 0.12 0.02 0.05 0.01 0.06 0 0 0.02 0.06 0 0
PowerTwoLoci Modified 2 8 0.0002000 0.02 0.04 0 0 0.01 0.06 0 0 0.01 0.02 0 0 0.01 0.08 0 0 0 0.03 0 0 0 0.03 0 0 0.02 0.03 0 0.01 0.01 0.03 0 0.01 0 0.03 0 0 0 0.03 0 0
PowerTwoLoci Modified 2 8 0.0002500 0.02 0.04 0 0.01 0.02 0.06 0 0.01 0.01 0.04 0 0.01 0.02 0.07 0 0.01 0 0.04 0 0 0 0.05 0 0 0.02 0.03 0 0.01 0.01 0.06 0 0.01 0 0.03 0 0 0 0.03 0 0
PowerTwoLoci Modified 2 8 0.0003000 0.02 0.03 0.01 0.02 0.02 0.06 0.01 0.01 0.02 0.03 0.01 0.02 0.02 0.05 0.01 0.01 0.02 0.07 0 0.01 0.01 0.07 0 0.01 0 0.05 0 0 0.01 0.05 0 0 0.02 0.1 0 0.01 0.01 0.09 0 0.01
PowerTwoLoci Modified 2 8 0.0003500 0 0.04 0 0 0 0.05 0 0 0 0.02 0 0 0 0.06 0 0 0.02 0.07 0 0.01 0.01 0.08 0 0.01 0 0.06 0 0 0 0.07 0 0 0.01 0.09 0 0 0 0.09 0 0
PowerTwoLoci Modified 2 8 0.0004000 0 0.05 0 0 0.02 0.06 0 0.01 0 0.04 0 0 0.03 0.08 0 0.01 0.02 0.04 0 0.01 0.03 0.06 0 0.02 0.01 0.04 0 0.01 0.01 0.04 0 0.01 0.01 0.04 0 0 0.02 0.06 0 0.02
PowerTwoLoci Modified 2 8 0.0004500 0.01 0.1 0 0 0.02 0.1 0 0.01 0 0.06 0 0 0.01 0.08 0 0 0.01 0.02 0 0 0.01 0.03 0 0 0.05 0.09 0 0.01 0.04 0.09 0 0.01 0.01 0.07 0 0 0.01 0.08 0 0
PowerTwoLoci Modified 2 8 0.0005000 0 0.03 0 0 0.01 0.06 0 0 0 0.03 0 0 0.01 0.05 0 0.01 0.01 0.06 0 0 0.01 0.06 0 0 0.02 0.06 0 0.02 0 0.06 0 0 0.01 0.07 0 0 0.01 0.08 0 0
PowerTwoLoci Modified 2 8 0.0008000 0 0.01 0 0 0 0.03 0 0 0 0.01 0 0 0 0.02 0 0 0 0.03 0 0 0.01 0.05 0 0 0.01 0.05 0 0.01 0.01 0.05 0 0.01 0 0.04 0 0 0 0.07 0 0
PowerTwoLoci Modified 2 8 0.0016000 0 0.01 0 0 0.01 0.02 0 0 0 0.01 0 0 0 0.02 0 0 0 0.01 0 0 0.01 0.02 0 0.01 0.01 0.05 0 0 0.01 0.04 0 0.01 0.01 0.01 0 0.01 0.01 0.02 0 0.01
PowerTwoLoci Modified 2 8 0.0032000 0 0.04 0 0 0.01 0.02 0 0 0 0.03 0 0 0 0.02 0 0 0 0.02 0 0 0 0.01 0 0 0 0.06 0 0 0 0.09 0 0 0 0.03 0 0 0 0.02 0 0
PowerTwoLoci Modified 4 8 0.0000000 0.56 0.61 0.48 0.52 0.57 0.67 0.51 0.56 0.53 0.59 0.43 0.49 0.56 0.63 0.49 0.54 0.58 0.67 0.48 0.52 0.59 0.67 0.49 0.52 0.6 0.7 0.51 0.55 0.59 0.69 0.51 0.54 0.55 0.66 0.46 0.48 0.57 0.67 0.47 0.49
PowerTwoLoci Modified 4 8 0.0000500 0.23 0.35 0.18 0.22 0.28 0.41 0.2 0.25 0.23 0.35 0.15 0.22 0.29 0.41 0.18 0.24 0.24 0.35 0.18 0.24 0.25 0.37 0.18 0.25 0.27 0.36 0.17 0.22 0.28 0.38 0.18 0.24 0.23 0.31 0.16 0.22 0.24 0.32 0.16 0.23
PowerTwoLoci Modified 4 8 0.0001000 0.16 0.27 0.08 0.11 0.17 0.29 0.09 0.12 0.11 0.25 0.07 0.09 0.16 0.29 0.1 0.11 0.15 0.21 0.07 0.13 0.15 0.22 0.07 0.13 0.16 0.27 0.07 0.13 0.16 0.28 0.07 0.13 0.13 0.23 0.05 0.12 0.13 0.24 0.05 0.12
PowerTwoLoci Modified 4 8 0.0001500 0.06 0.11 0.03 0.03 0.07 0.15 0.03 0.06 0.05 0.12 0.03 0.03 0.07 0.15 0.03 0.04 0.06 0.15 0.02 0.03 0.05 0.14 0.02 0.03 0.08 0.19 0.04 0.08 0.09 0.18 0.05 0.09 0.05 0.11 0.01 0.03 0.05 0.12 0.01 0.03
PowerTwoLoci Modified 4 8 0.0002000 0.02 0.1 0.01 0.01 0.04 0.11 0.01 0.02 0.01 0.06 0 0.01 0.02 0.09 0.01 0.02 0.05 0.06 0.01 0.03 0.05 0.06 0.01 0.03 0.05 0.12 0.01 0.03 0.05 0.09 0.02 0.03 0.05 0.06 0.01 0.02 0.05 0.07 0.01 0.02
PowerTwoLoci Modified 4 8 0.0002500 0 0.05 0 0 0.01 0.04 0 0.01 0 0.03 0 0 0.02 0.05 0 0 0 0.03 0 0 0 0.05 0 0 0.02 0.06 0.01 0.01 0.02 0.07 0.01 0.01 0.01 0.06 0 0 0.02 0.08 0 0
PowerTwoLoci Modified 4 8 0.0003000 0.03 0.04 0.01 0.02 0.03 0.08 0.01 0.03 0.02 0.04 0.01 0.01 0.03 0.07 0.01 0.02 0.02 0.08 0.01 0.02 0.02 0.09 0.01 0.01 0.03 0.09 0 0.03 0.04 0.1 0 0.04 0.02 0.09 0.01 0.02 0.02 0.12 0.01 0.01
PowerTwoLoci Modified 4 8 0.0003500 0 0.04 0 0 0 0.06 0 0 0 0.02 0 0 0 0.05 0 0 0 0.1 0 0 0 0.11 0 0 0 0.08 0 0 0.01 0.08 0 0 0 0.09 0 0 0 0.12 0 0
PowerTwoLoci Modified 4 8 0.0004000 0 0.03 0 0 0 0.06 0 0 0 0.02 0 0 0 0.05 0 0 0.01 0.06 0 0.01 0.01 0.07 0 0.01 0.01 0.07 0 0 0.01 0.06 0 0 0 0.04 0 0 0 0.05 0 0
PowerTwoLoci Modified 4 8 0.0004500 0.02 0.06 0 0.01 0.02 0.07 0.01 0.02 0.01 0.02 0 0.01 0.02 0.1 0.01 0.02 0.01 0.04 0 0 0.02 0.06 0 0 0.01 0.1 0 0.01 0.02 0.1 0 0.02 0 0.04 0 0 0 0.05 0 0
PowerTwoLoci Modified 4 8 0.0005000 0 0.01 0 0 0 0.04 0 0 0 0.02 0 0 0.01 0.04 0 0 0.01 0.05 0 0.01 0.01 0.07 0 0.01 0.03 0.05 0 0.02 0.03 0.06 0 0.01 0.01 0.04 0 0 0.01 0.06 0 0
PowerTwoLoci Modified 4 8 0.0008000 0 0.01 0 0 0 0.02 0 0 0 0 0 0 0 0.02 0 0 0 0.03 0 0 0.01 0.06 0 0 0 0.02 0 0 0 0.02 0 0 0 0.05 0 0 0.01 0.09 0 0
PowerTwoLoci Modified 4 8 0.0016000 0 0 0 0 0 0.05 0 0 0 0.01 0 0 0 0.05 0 0 0 0.03 0 0 0 0.04 0 0 0 0.04 0 0 0 0.02 0 0 0.01 0.04 0 0.01 0.02 0.06 0 0.02
PowerTwoLoci Modified 4 8 0.0032000 0.02 0.04 0.01 0.01 0.02 0.04 0.01 0.02 0.02 0.04 0.01 0.01 0.02 0.04 0.02 0.02 0.01 0.05 0 0.01 0.01 0.05 0 0.01 0.01 0.02 0.01 0.01 0.01 0.03 0.01 0.01 0.01 0.08 0 0 0.01 0.09 0 0
PowerTwoLoci Modified 6 8 0.0000000 0.76 0.82 0.67 0.71 0.8 0.86 0.69 0.77 0.68 0.81 0.61 0.68 0.78 0.84 0.66 0.75 0.7 0.82 0.62 0.68 0.7 0.8 0.63 0.68 0.82 0.87 0.74 0.8 0.82 0.85 0.75 0.79 0.7 0.79 0.62 0.68 0.71 0.77 0.63 0.69
PowerTwoLoci Modified 6 8 0.0000500 0.39 0.45 0.3 0.35 0.39 0.52 0.34 0.37 0.36 0.44 0.28 0.33 0.38 0.53 0.33 0.37 0.38 0.5 0.3 0.33 0.39 0.5 0.31 0.34 0.39 0.48 0.29 0.32 0.38 0.5 0.28 0.32 0.34 0.49 0.27 0.3 0.35 0.5 0.28 0.31
PowerTwoLoci Modified 6 8 0.0001000 0.25 0.36 0.18 0.21 0.27 0.36 0.18 0.23 0.24 0.35 0.12 0.18 0.27 0.37 0.17 0.23 0.22 0.33 0.14 0.18 0.23 0.34 0.14 0.18 0.24 0.37 0.15 0.22 0.24 0.37 0.15 0.21 0.2 0.3 0.12 0.16 0.2 0.3 0.12 0.16
PowerTwoLoci Modified 6 8 0.0001500 0.12 0.24 0.09 0.11 0.13 0.23 0.09 0.11 0.12 0.24 0.06 0.09 0.15 0.25 0.09 0.11 0.08 0.23 0.03 0.08 0.08 0.22 0.03 0.08 0.13 0.23 0.08 0.12 0.15 0.22 0.09 0.14 0.07 0.17 0.03 0.04 0.08 0.18 0.03 0.04
PowerTwoLoci Modified 6 8 0.0002000 0.05 0.19 0.01 0.05 0.07 0.23 0 0.05 0.04 0.15 0 0.03 0.06 0.22 0.01 0.04 0.06 0.15 0.01 0.03 0.07 0.15 0.01 0.03 0.12 0.18 0.03 0.08 0.1 0.17 0.02 0.07 0.05 0.12 0.01 0.01 0.05 0.12 0.01 0.01
PowerTwoLoci Modified 6 8 0.0002500 0.01 0.05 0 0.01 0.02 0.11 0 0.01 0.01 0.07 0 0.01 0.01 0.13 0 0.01 0 0.06 0 0 0.01 0.07 0 0 0.02 0.07 0 0.01 0.03 0.07 0 0.02 0.02 0.09 0 0 0.02 0.1 0 0
PowerTwoLoci Modified 6 8 0.0003000 0.02 0.04 0 0.01 0.02 0.06 0.01 0.02 0.02 0.04 0 0.02 0.04 0.06 0.01 0.03 0.04 0.1 0.01 0.04 0.05 0.1 0.01 0.04 0.04 0.11 0 0.04 0.04 0.09 0.01 0.04 0.03 0.08 0 0.03 0.04 0.08 0 0.03
PowerTwoLoci Modified 6 8 0.0003500 0.03 0.06 0.01 0.01 0.04 0.08 0.01 0.02 0.03 0.05 0.01 0.01 0.05 0.07 0.01 0.02 0.02 0.06 0.01 0.02 0.02 0.05 0.01 0.02 0.05 0.08 0 0.03 0.04 0.11 0 0.02 0.01 0.07 0 0.01 0.01 0.07 0 0.01
PowerTwoLoci Modified 6 8 0.0004000 0.03 0.08 0 0.02 0.03 0.1 0.01 0.01 0.02 0.07 0 0.01 0.04 0.1 0.01 0.03 0.03 0.12 0 0.01 0.03 0.13 0 0.01 0.02 0.09 0.01 0.01 0.01 0.11 0.01 0.01 0.02 0.07 0 0.01 0.03 0.12 0 0.01
PowerTwoLoci Modified 6 8 0.0004500 0.01 0.06 0 0.01 0.03 0.09 0 0.01 0.01 0.06 0 0.01 0.03 0.09 0 0.01 0.01 0.03 0 0.01 0.01 0.03 0 0.01 0.03 0.07 0.01 0.02 0.02 0.06 0 0.02 0.01 0.05 0 0.01 0.01 0.04 0 0.01
PowerTwoLoci Modified 6 8 0.0005000 0.01 0.03 0 0 0.01 0.05 0 0 0.01 0.03 0 0 0.01 0.03 0 0 0.02 0.05 0 0.01 0.02 0.06 0 0.01 0.01 0.05 0 0 0.01 0.04 0 0.01 0.01 0.09 0 0.01 0.02 0.11 0 0.01
PowerTwoLoci Modified 6 8 0.0008000 0 0.07 0 0 0 0.04 0 0 0 0.04 0 0 0 0.06 0 0 0 0.03 0 0 0 0.04 0 0 0 0.04 0 0 0 0.02 0 0 0 0.03 0 0 0 0.03 0 0
PowerTwoLoci Modified 6 8 0.0016000 0 0.01 0 0 0 0.02 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0.04 0 0 0.01 0.05 0 0 0.01 0.01 0 0.01 0.01 0.01 0 0.01
PowerTwoLoci Modified 6 8 0.0032000 0 0.08 0 0 0.01 0.1 0 0 0 0.05 0 0 0 0.07 0 0 0.02 0.08 0 0.01 0.02 0.1 0 0.01 0.02 0.09 0 0.01 0.02 0.09 0 0.01 0.03 0.11 0 0.02 0.03 0.11 0 0.02
PowerTwoLoci Modified 8 8 0.0000000 0.9 0.92 0.83 0.89 0.91 0.94 0.86 0.9 0.87 0.92 0.74 0.85 0.91 0.93 0.8 0.89 0.81 0.87 0.76 0.79 0.83 0.89 0.77 0.8 0.94 0.94 0.87 0.91 0.93 0.95 0.86 0.92 0.86 0.9 0.8 0.83 0.87 0.91 0.81 0.84
PowerTwoLoci Modified 8 8 0.0000500 0.48 0.55 0.38 0.44 0.51 0.6 0.41 0.46 0.44 0.56 0.36 0.43 0.49 0.62 0.41 0.45 0.39 0.52 0.27 0.36 0.39 0.51 0.28 0.35 0.48 0.64 0.37 0.43 0.47 0.63 0.38 0.46 0.4 0.55 0.27 0.34 0.4 0.55 0.28 0.35
PowerTwoLoci Modified 8 8 0.0001000 0.34 0.46 0.23 0.3 0.37 0.53 0.25 0.34 0.32 0.46 0.19 0.26 0.38 0.49 0.25 0.32 0.29 0.43 0.19 0.26 0.29 0.42 0.18 0.25 0.32 0.53 0.24 0.28 0.33 0.49 0.2 0.3 0.29 0.42 0.2 0.25 0.29 0.41 0.19 0.25
PowerTwoLoci Modified 8 8 0.0001500 0.21 0.28 0.07 0.12 0.21 0.31 0.09 0.16 0.15 0.24 0.07 0.11 0.21 0.3 0.08 0.15 0.15 0.26 0.05 0.11 0.16 0.26 0.05 0.11 0.2 0.32 0.12 0.15 0.19 0.34 0.11 0.16 0.14 0.25 0.05 0.1 0.17 0.26 0.05 0.11
PowerTwoLoci Modified 8 8 0.0002000 0.12 0.23 0.02 0.11 0.14 0.25 0.06 0.1 0.12 0.24 0.03 0.06 0.15 0.26 0.04 0.1 0.05 0.13 0.03 0.03 0.04 0.12 0.03 0.03 0.14 0.23 0.07 0.1 0.12 0.2 0.06 0.09 0.05 0.14 0.02 0.03 0.07 0.17 0.03 0.04
PowerTwoLoci Modified 8 8 0.0002500 0.02 0.09 0.01 0.02 0.04 0.1 0.01 0.03 0.02 0.07 0 0.02 0.04 0.1 0.02 0.02 0.02 0.09 0 0.01 0.02 0.09 0 0.01 0.04 0.09 0.01 0.02 0.03 0.1 0.01 0.02 0.03 0.11 0 0.02 0.04 0.12 0 0.02
PowerTwoLoci Modified 8 8 0.0003000 0.05 0.15 0.02 0.03 0.06 0.13 0.02 0.04 0.05 0.12 0 0.03 0.07 0.14 0.02 0.04 0.05 0.12 0.01 0.05 0.06 0.12 0.01 0.06 0.05 0.17 0.02 0.05 0.04 0.18 0.02 0.02 0.06 0.11 0.01 0.05 0.06 0.13 0.01 0.05
PowerTwoLoci Modified 8 8 0.0003500 0.03 0.1 0.01 0.02 0.06 0.12 0.01 0.04 0.02 0.09 0.01 0.02 0.05 0.11 0.01 0.05 0.05 0.13 0.01 0.02 0.06 0.15 0.01 0.03 0.04 0.1 0.02 0.02 0.04 0.1 0.02 0.02 0.04 0.11 0.01 0.01 0.05 0.11 0.01 0.02
PowerTwoLoci Modified 8 8 0.0004000 0.04 0.08 0 0.02 0.05 0.07 0.01 0.03 0.03 0.08 0.01 0.01 0.03 0.09 0 0.02 0.03 0.07 0.01 0.01 0.01 0.07 0.01 0.01 0.01 0.09 0 0.01 0.02 0.07 0.01 0.01 0.03 0.1 0.01 0.01 0.02 0.12 0.01 0.01
PowerTwoLoci Modified 8 8 0.0004500 0.02 0.09 0.01 0.02 0.02 0.11 0.01 0.02 0.01 0.07 0.01 0.01 0.01 0.1 0.01 0.01 0 0.05 0 0 0 0.08 0 0 0.02 0.1 0 0 0.02 0.11 0 0.02 0 0.05 0 0 0 0.05 0 0
PowerTwoLoci Modified 8 8 0.0005000 0.03 0.07 0.01 0.03 0.03 0.07 0.01 0.03 0.03 0.06 0.01 0.02 0.02 0.08 0.01 0.02 0.03 0.06 0.01 0.02 0.03 0.06 0.01 0.02 0.04 0.07 0.01 0.03 0.04 0.07 0.01 0.03 0.04 0.09 0.01 0.02 0.04 0.08 0.01 0.02
PowerTwoLoci Modified 8 8 0.0008000 0.01 0.04 0 0 0 0.03 0 0 0.02 0.03 0 0.01 0.01 0.03 0 0 0.01 0.07 0 0 0.01 0.06 0 0 0.02 0.07 0.01 0.02 0.02 0.07 0 0.01 0.02 0.08 0 0 0.02 0.09 0 0
PowerTwoLoci Modified 8 8 0.0016000 0.01 0.05 0 0.01 0.03 0.08 0.01 0.02 0 0.03 0 0 0.02 0.07 0 0.01 0 0.01 0 0 0 0.03 0 0 0.01 0.07 0 0.01 0.01 0.06 0 0.01 0.01 0.04 0 0.01 0.01 0.05 0 0.01
